flightnumber,status,departure_airport_icao,departure_airport_iata,departure_airport_name,arrival_scheduledTimeLocal,arrival_actualTimeLocal,arrival_scheduledTimeUtc,arrival_actualTimeUtc,arrival_terminal,aircraft_model,airline_name,arrival_airport_icao
4Y 133,Expected,FYWH,WDH,Windhoek,2022-06-15 05:25:00+02:00,2022-06-15 05:25:00+02:00,2022-06-15 03:25:00+00:00,2022-06-15 03:25:00+00:00,1,Airbus A330-300,Airbus Transport International,EDDF
AC 9018,Expected,DNPO,PHC,Port Harcourt,2022-06-15 05:30:00+02:00,2022-06-15 05:30:00+02:00,2022-06-15 03:30:00+00:00,2022-06-15 03:30:00+00:00,1,Airbus A330-300,Air Canada,EDDF
AC 9019,Expected,FAOR,JNB,Jo'anna,2022-06-15 05:35:00+02:00,2022-06-15 05:35:00+02:00,2022-06-15 03:35:00+00:00,2022-06-15 03:35:00+00:00,1,Boeing 747-8,Air Canada,EDDF
AC 9277,Expected,DTTA,TUN,Tunis,2022-06-15 05:40:00+02:00,2022-06-15 05:40:00+02:00,2022-06-15 03:40:00+00:00,2022-06-15 03:40:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9430,Expected,GMMN,CMN,Casablanca,2022-06-15 05:55:00+02:00,2022-06-15 05:55:00+02:00,2022-06-15 03:55:00+00:00,2022-06-15 03:55:00+00:00,1,Airbus A320 NEO,Air Canada,EDDF
AC 9611,Expected,HKJK,NBO,Nairobi,2022-06-15 05:40:00+02:00,2022-06-15 05:40:00+02:00,2022-06-15 03:40:00+00:00,2022-06-15 03:40:00+00:00,1,Airbus A330,Air Canada,EDDF
IR 1601,Expected,OIIE,IKA,Tehran,2022-06-15 05:45:00+02:00,2022-06-15 05:45:00+02:00,2022-06-15 03:45:00+00:00,2022-06-15 03:45:00+00:00,1,Airbus A330,Iran Air,EDDF
LH 4921,Expected,RJTT,HND,Tokyo,2022-06-15 05:20:00+02:00,2022-06-15 05:20:00+02:00,2022-06-15 03:20:00+00:00,2022-06-15 03:20:00+00:00,1,Boeing 787-9,Lufthansa,EDDF
LH 9695,Expected,HAAB,ADD,Addis Ababa,2022-06-15 05:55:00+02:00,2022-06-15 05:55:00+02:00,2022-06-15 03:55:00+00:00,2022-06-15 03:55:00+00:00,1,Airbus A350-900,Lufthansa,EDDF
LX 4021,Expected,OIIE,IKA,Tehran,2022-06-15 05:45:00+02:00,2022-06-15 05:45:00+02:00,2022-06-15 03:45:00+00:00,2022-06-15 03:45:00+00:00,1,Airbus A330,SWISS,EDDF
LX 4027,Expected,HKJK,NBO,Nairobi,2022-06-15 05:40:00+02:00,2022-06-15 05:40:00+02:00,2022-06-15 03:40:00+00:00,2022-06-15 03:40:00+00:00,1,Airbus A330,SWISS,EDDF
NH 203,Expected,RJTT,HND,Tokyo,2022-06-15 05:20:00+02:00,2022-06-15 05:20:00+02:00,2022-06-15 03:20:00+00:00,2022-06-15 03:20:00+00:00,1,Boeing 787-9,ANA,EDDF
NH 5350,Expected,HAAB,ADD,Addis Ababa,2022-06-15 05:55:00+02:00,2022-06-15 05:55:00+02:00,2022-06-15 03:55:00+00:00,2022-06-15 03:55:00+00:00,1,Airbus A350-900,ANA,EDDF
NH 5423,Expected,FAOR,JNB,Jo'anna,2022-06-15 05:35:00+02:00,2022-06-15 05:35:00+02:00,2022-06-15 03:35:00+00:00,2022-06-15 03:35:00+00:00,1,Boeing 747-8,ANA,EDDF
OS 7316,Expected,FAOR,JNB,Jo'anna,2022-06-15 05:35:00+02:00,2022-06-15 05:35:00+02:00,2022-06-15 03:35:00+00:00,2022-06-15 03:35:00+00:00,1,Boeing 747-8,Austrian,EDDF
SN 7207,Expected,FAOR,JNB,Jo'anna,2022-06-15 05:35:00+02:00,2022-06-15 05:35:00+02:00,2022-06-15 03:35:00+00:00,2022-06-15 03:35:00+00:00,1,Boeing 747-8,Brussels,EDDF
SN 7209,Expected,HKJK,NBO,Nairobi,2022-06-15 05:40:00+02:00,2022-06-15 05:40:00+02:00,2022-06-15 03:40:00+00:00,2022-06-15 03:40:00+00:00,1,Airbus A330,Brussels,EDDF
SN 7231,Expected,KJFK,JFK,New York,2022-06-15 05:45:00+02:00,2022-06-15 05:45:00+02:00,2022-06-15 03:45:00+00:00,2022-06-15 03:45:00+00:00,1,Boeing 747-100,Brussels,EDDF
TP 8988,Expected,HAAB,ADD,Addis Ababa,2022-06-15 05:55:00+02:00,2022-06-15 05:55:00+02:00,2022-06-15 03:55:00+00:00,2022-06-15 03:55:00+00:00,1,Airbus A350-900,TAP Air Portugal,EDDF
UA 7212,Expected,HAAB,ADD,Addis Ababa,2022-06-15 05:55:00+02:00,2022-06-15 05:55:00+02:00,2022-06-15 03:55:00+00:00,2022-06-15 03:55:00+00:00,1,Airbus A350-900,United,EDDF
UA 8730,Expected,HKJK,NBO,Nairobi,2022-06-15 05:40:00+02:00,2022-06-15 05:40:00+02:00,2022-06-15 03:40:00+00:00,2022-06-15 03:40:00+00:00,1,Airbus A330,United,EDDF
UA 8833,Expected,KIAD,IAD,District of Columbia,2022-06-15 05:45:00+02:00,2022-06-15 05:45:00+02:00,2022-06-15 03:45:00+00:00,2022-06-15 03:45:00+00:00,1,Airbus A330,United,EDDF
UA 8840,Expected,KJFK,JFK,New York,2022-06-15 05:45:00+02:00,2022-06-15 05:45:00+02:00,2022-06-15 03:45:00+00:00,2022-06-15 03:45:00+00:00,1,Boeing 747-100,United,EDDF
UA 9021,Expected,DNPO,PHC,Port Harcourt,2022-06-15 05:30:00+02:00,2022-06-15 05:30:00+02:00,2022-06-15 03:30:00+00:00,2022-06-15 03:30:00+00:00,1,Airbus A330-300,United,EDDF
UA 9139,Expected,FAOR,JNB,Jo'anna,2022-06-15 05:35:00+02:00,2022-06-15 05:35:00+02:00,2022-06-15 03:35:00+00:00,2022-06-15 03:35:00+00:00,1,Boeing 747-8,United,EDDF
AC 6128,Expected,VTBS,BKK,Bangkok,2022-06-15 06:15:00+02:00,2022-06-15 06:15:00+02:00,2022-06-15 04:15:00+00:00,2022-06-15 04:15:00+00:00,1,Boeing 777-300ER,Air Canada,EDDF
AC 9059,Expected,DNMM,LOS,Lagos,2022-06-15 06:25:00+02:00,2022-06-15 06:25:00+02:00,2022-06-15 04:25:00+00:00,2022-06-15 04:25:00+00:00,1,Airbus A330-300,Air Canada,EDDF
AC 9081,Expected,OMDB,DXB,Dubai City,2022-06-15 06:05:00+02:00,2022-06-15 06:05:00+02:00,2022-06-15 04:05:00+00:00,2022-06-15 04:05:00+00:00,1,Airbus A330,Air Canada,EDDF
AC 9197,Expected,EDDS,STR,Stuttgart,2022-06-15 06:55:00+02:00,2022-06-15 06:55:00+02:00,2022-06-15 04:55:00+00:00,2022-06-15 04:55:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9238,Expected,EDDL,DUS,Duesseldorf,2022-06-15 06:50:00+02:00,2022-06-15 06:50:00+02:00,2022-06-15 04:50:00+00:00,2022-06-15 04:50:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9271,Expected,OEDF,DMM,Ad Dammam,2022-06-15 06:50:00+02:00,2022-06-15 06:50:00+02:00,2022-06-15 04:50:00+00:00,2022-06-15 04:50:00+00:00,1,Airbus A330-300,Air Canada,EDDF
AC 9351,Expected,EDDN,NUE,Nuremberg,2022-06-15 06:55:00+02:00,2022-06-15 06:55:00+02:00,2022-06-15 04:55:00+00:00,2022-06-15 04:55:00+00:00,1,Embraer 190,Air Canada,EDDF
AC 9452,Expected,KBOS,BOS,Boston,2022-06-15 06:20:00+02:00,2022-06-15 06:20:00+02:00,2022-06-15 04:20:00+00:00,2022-06-15 04:20:00+00:00,1,Boeing 747,Air Canada,EDDF
LX 4005,Expected,OEDF,DMM,Ad Dammam,2022-06-15 06:50:00+02:00,2022-06-15 06:50:00+02:00,2022-06-15 04:50:00+00:00,2022-06-15 04:50:00+00:00,1,Airbus A330-300,SWISS,EDDF
LX 4039,Expected,DNMM,LOS,Lagos,2022-06-15 06:25:00+02:00,2022-06-15 06:25:00+02:00,2022-06-15 04:25:00+00:00,2022-06-15 04:25:00+00:00,1,Airbus A330-300,SWISS,EDDF
OU 5409,Expected,EDDL,DUS,Duesseldorf,2022-06-15 06:50:00+02:00,2022-06-15 06:50:00+02:00,2022-06-15 04:50:00+00:00,2022-06-15 04:50:00+00:00,1,Airbus A319,Croatia,EDDF
SN 7239,Expected,KBOS,BOS,Boston,2022-06-15 06:20:00+02:00,2022-06-15 06:20:00+02:00,2022-06-15 04:20:00+00:00,2022-06-15 04:20:00+00:00,1,Boeing 747,Brussels,EDDF
SN 7261,Expected,DNMM,LOS,Lagos,2022-06-15 06:25:00+02:00,2022-06-15 06:25:00+02:00,2022-06-15 04:25:00+00:00,2022-06-15 04:25:00+00:00,1,Airbus A330-300,Brussels,EDDF
TP 7651,Expected,EDDS,STR,Stuttgart,2022-06-15 06:55:00+02:00,2022-06-15 06:55:00+02:00,2022-06-15 04:55:00+00:00,2022-06-15 04:55:00+00:00,1,Airbus A319,TAP Air Portugal,EDDF
TP 7775,Expected,EDDL,DUS,Duesseldorf,2022-06-15 06:50:00+02:00,2022-06-15 06:50:00+02:00,2022-06-15 04:50:00+00:00,2022-06-15 04:50:00+00:00,1,Airbus A319,TAP Air Portugal,EDDF
TP 7781,Expected,EDDN,NUE,Nuremberg,2022-06-15 06:55:00+02:00,2022-06-15 06:55:00+02:00,2022-06-15 04:55:00+00:00,2022-06-15 04:55:00+00:00,1,Embraer 190,TAP Air Portugal,EDDF
TP 8382,Expected,VTBS,BKK,Bangkok,2022-06-15 06:15:00+02:00,2022-06-15 06:15:00+02:00,2022-06-15 04:15:00+00:00,2022-06-15 04:15:00+00:00,1,Boeing 777-300ER,TAP Air Portugal,EDDF
UA 8741,Expected,OMDB,DXB,Dubai City,2022-06-15 06:05:00+02:00,2022-06-15 06:05:00+02:00,2022-06-15 04:05:00+00:00,2022-06-15 04:05:00+00:00,1,Airbus A330,United,EDDF
UA 8751,Expected,EDDN,NUE,Nuremberg,2022-06-15 06:55:00+02:00,2022-06-15 06:55:00+02:00,2022-06-15 04:55:00+00:00,2022-06-15 04:55:00+00:00,1,Embraer 190,United,EDDF
UA 8758,Expected,OEDF,DMM,Ad Dammam,2022-06-15 06:50:00+02:00,2022-06-15 06:50:00+02:00,2022-06-15 04:50:00+00:00,2022-06-15 04:50:00+00:00,1,Airbus A330-300,United,EDDF
UA 8852,Expected,KBOS,BOS,Boston,2022-06-15 06:20:00+02:00,2022-06-15 06:20:00+02:00,2022-06-15 04:20:00+00:00,2022-06-15 04:20:00+00:00,1,Boeing 747,United,EDDF
UA 8905,Expected,EDDS,STR,Stuttgart,2022-06-15 06:55:00+02:00,2022-06-15 06:55:00+02:00,2022-06-15 04:55:00+00:00,2022-06-15 04:55:00+00:00,1,Airbus A319,United,EDDF
UA 9155,Expected,DNMM,LOS,Lagos,2022-06-15 06:25:00+02:00,2022-06-15 06:25:00+02:00,2022-06-15 04:25:00+00:00,2022-06-15 04:25:00+00:00,1,Airbus A330-300,United,EDDF
UA 9170,Expected,EDDL,DUS,Duesseldorf,2022-06-15 06:50:00+02:00,2022-06-15 06:50:00+02:00,2022-06-15 04:50:00+00:00,2022-06-15 04:50:00+00:00,1,Airbus A319,United,EDDF
A3 1425,Expected,EKCH,CPH,Copenhagen,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A321 (Sharklets),Aegean,EDDF
A3 1459,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,Aegean,EDDF
A3 1493,Expected,EYVI,VNO,Vilnius,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Airbus A321 (Sharklets),Aegean,EDDF
AC 7371,Expected,LIMF,TRN,Torino,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Embraer 195,Air Canada,EDDF
AC 7375,Expected,LIRQ,FLR,Firenze,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Embraer 195,Air Canada,EDDF
AC 7381,Expected,LOWL,LNZ,Linz,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Embraer 195,Air Canada,EDDF
AC 9041,Expected,LBSF,SOF,Sofia,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320,Air Canada,EDDF
AC 9042,Expected,EDDH,HAM,Hamburg,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321 (Sharklets),Air Canada,EDDF
AC 9086,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,Air Canada,EDDF
AC 9165,Expected,LROP,OTP,Bucharest,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9173,Expected,LIPZ,VCE,Venice,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9174,Expected,ELLX,LUX,Luxembourg,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Embraer 190,Air Canada,EDDF
AC 9199,Expected,EDDV,HAJ,Hanover,2022-06-15 07:05:00+02:00,2022-06-15 07:05:00+02:00,2022-06-15 05:05:00+00:00,2022-06-15 05:05:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9200,Expected,LOWG,GRZ,Graz,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A319,Air Canada,EDDF
AC 9222,Expected,EPKK,KRK,Kraków,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9260,Expected,OBBI,BAH,Manama,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Airbus A330,Air Canada,EDDF
AC 9265,Expected,OJAI,AMM,Amman,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
AC 9353,Expected,VIDP,DEL,New Delhi,2022-06-15 07:40:00+02:00,2022-06-15 07:40:00+02:00,2022-06-15 05:40:00+00:00,2022-06-15 05:40:00+00:00,1,Boeing 747,Air Canada,EDDF
AC 9384,Expected,EKCH,CPH,Copenhagen,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A321 (Sharklets),Air Canada,EDDF
AC 9444,Expected,KEWR,EWR,Newark,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,1,Boeing 747,Air Canada,EDDF
AC 9456,Expected,KPHL,PHL,Philadelphia,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,1,Airbus A330-300,Air Canada,EDDF
AC 9458,Expected,KORD,ORD,Chicago,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Boeing 747-8,Air Canada,EDDF
AC 9506,Expected,EYVI,VNO,Vilnius,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Airbus A321 (Sharklets),Air Canada,EDDF
AC 9547,Expected,EPWR,WRO,Wrocław,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Canadair CRJ 900NG,Air Canada,EDDF
AC 9564,Expected,EKBI,BLL,Billund,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321 (Sharklets),Air Canada,EDDF
AC 9634,Expected,CYUL,YUL,Montréal,2022-06-15 07:05:00+02:00,2022-06-15 07:05:00+02:00,2022-06-15 05:05:00+00:00,2022-06-15 05:05:00+00:00,1,Airbus A340-300,Air Canada,EDDF
AC 9116,Expected,EDDB,BER,Berlin,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A321,Air Canada,EDDF
AC 9132,Expected,EDDC,DRS,Dresden,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Airbus A320 (Sharklets),Air Canada,EDDF
EY 3770,Expected,EPKK,KRK,Kraków,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (Sharklets),Etihad Airways,EDDF
EY 3790,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,Etihad Airways,EDDF
EY 4170,Expected,EKCH,CPH,Copenhagen,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A321 (Sharklets),Etihad Airways,EDDF
J2 6613,Expected,UBBB,GYD,Baku,2022-06-15 07:40:00+02:00,2022-06-15 07:40:00+02:00,2022-06-15 05:40:00+00:00,2022-06-15 05:40:00+00:00,1,Airbus A321,AZAL Azerbaijan,EDDF
LG 1524,Expected,LIPZ,VCE,Venice,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),Luxair,EDDF
LG 1901,Expected,ELLX,LUX,Luxembourg,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Embraer 190,Luxair,EDDF
LH 6919,Expected,LOWI,INN,Innsbruck,2022-06-15 07:40:00+02:00,2022-06-15 07:40:00+02:00,2022-06-15 05:40:00+00:00,2022-06-15 05:40:00+00:00,1,Embraer 195,Lufthansa,EDDF
LH 6935,Expected,LOWL,LNZ,Linz,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Embraer 195,Lufthansa,EDDF
LH 9497,Expected,LIRQ,FLR,Firenze,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Embraer 195,Lufthansa,EDDF
LH 9527,Expected,LIMF,TRN,Torino,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Embraer 195,Lufthansa,EDDF
LO 5397,Expected,EPWR,WRO,Wrocław,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Canadair CRJ 900NG,LOT - Polish,EDDF
LO 5505,Expected,EPKK,KRK,Kraków,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (Sharklets),LOT - Polish,EDDF
LO 5511,Expected,EPPO,POZ,Poznań,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Canadair CRJ 900NG,LOT - Polish,EDDF
LX 4007,Expected,OBBI,BAH,Manama,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Airbus A330,SWISS,EDDF
LX 4041,Expected,KPHL,PHL,Philadelphia,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,1,Airbus A330-300,SWISS,EDDF
NH 5401,Expected,EKBI,BLL,Billund,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,ANA,EDDF
NH 5407,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,ANA,EDDF
NH 5892,Expected,EPKK,KRK,Kraków,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (sharklets),ANA,EDDF
NH 6063,Expected,EETN,TLL,Tallinn,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (sharklets),ANA,EDDF
NH 6123,Expected,EYVI,VNO,Vilnius,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Airbus A320 NEO,ANA,EDDF
NH 6200,Expected,LIPZ,VCE,Venice,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (sharklets),ANA,EDDF
NH 6222,Expected,EDNY,FDH,Friedrichshafen,2022-06-15 07:00:00+02:00,2022-06-15 07:00:00+02:00,2022-06-15 05:00:00+00:00,2022-06-15 05:00:00+00:00,1,Bombardier CRJ900,ANA,EDDF
NH 6875,Expected,LIMF,TRN,Torino,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Embraer 195,ANA,EDDF
NH 6879,Expected,LIRQ,FLR,Firenze,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Embraer 195,ANA,EDDF
NH 6885,Expected,LOWL,LNZ,Linz,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Embraer 195,ANA,EDDF
NH 7875,Expected,ELLX,LUX,Luxembourg,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Embraer 190,ANA,EDDF
NZ 4213,Expected,VHHH,HKG,Hong Kong,2022-06-15 07:30:00+02:00,2022-06-15 07:30:00+02:00,2022-06-15 05:30:00+00:00,2022-06-15 05:30:00+00:00,1,Airbus A340,Air New Zealand,EDDF
SK 3617,Expected,EKCH,CPH,Copenhagen,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A321 (Sharklets),SAS,EDDF
SK 3691,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,SAS,EDDF
SK 3731,Expected,LROP,OTP,Bucharest,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),SAS,EDDF
SN 7066,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,Brussels,EDDF
SN 7084,Expected,EYVI,VNO,Vilnius,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Airbus A321 (Sharklets),Brussels,EDDF
SN 7116,Expected,EPKK,KRK,Kraków,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320 (Sharklets),Brussels,EDDF
SQ 2173,Expected,LROP,OTP,Bucharest,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),Singapore,EDDF
SQ 2187,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,Singapore,EDDF
TG 7707,Expected,KMIA,MIA,Miami,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Boeing 747,Thai Airways International,EDDF
TG 7715,Expected,KORD,ORD,Chicago,2022-06-15 07:20:00+02:00,2022-06-15 07:20:00+02:00,2022-06-15 05:20:00+00:00,2022-06-15 05:20:00+00:00,1,Boeing 747-8,Thai Airways International,EDDF
TP 7505,Expected,ESGG,GOT,Goteborg,2022-06-15 07:45:00+02:00,2022-06-15 07:45:00+02:00,2022-06-15 05:45:00+00:00,2022-06-15 05:45:00+00:00,1,Airbus A321,TAP Air Portugal,EDDF
TP 7539,Expected,LBSF,SOF,Sofia,2022-06-15 07:35:00+02:00,2022-06-15 07:35:00+02:00,2022-06-15 05:35:00+00:00,2022-06-15 05:35:00+00:00,1,Airbus A320,TAP Air Portugal,EDDF
TP 7553,Expected,LROP,OTP,Bucharest,2022-06-15 07:55:00+02:00,2022-06-15 07:55:00+02:00,2022-06-15 05:55:00+00:00,2022-06-15 05:55:00+00:00,1,Airbus A320 (Sharklets),TAP Air Portugal,EDDF
TP 7627,Expected,EDDH,HAM,Hamburg,2022-06-15 07:10:00+02:00,2022-06-15 07:10:00+02:00,2022-06-15 05:10:00+00:00,2022-06-15 05:10:00+00:00,1,Airbus A321 (Sharklets),TAP Air Portugal,EDDF
TP 7801,Expected,EDDV,HAJ,Hanover,2022-06-15 07:05:00+02:00,2022-06-15 07:05:00+02:00,2022-06-15 05:05:00+00:00,2022-06-15 05:05:00+00:00,1,Airbus A319,TAP Air Portugal,EDDF
TP 7821,Expected,EDDC,DRS,Dresden,2022-06-15 07:15:00+02:00,2022-06-15 07:15:00+02:00,2022-06-15 05:15:00+00:00,2022-06-15 05:15:00+00:00,1,Airbus A320 (Sharklets),TAP Air Portugal,EDDF
